ticker,sentiment_score
NVDA,-0.027928441762924194
MSFT,-0.001722097396850586
GOOGL,0.00026226043701171875
META,-0.0005775988101959229
AMD,-0.005890995264053345
AVGO,-0.019597887992858887
AMZN,0.0002987682819366455
